seqnames	start	end	strand	transcript_id	type	source	score	phase	gene_id
chr17	2133	2253	-	ONT17_2060_1574	intron	PacBio	NA	NA	ACTG1
chr17	2253	2468	-	ONT17_2060_1574	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_1574	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_1574	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_1574	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_1574	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_1574	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_1574	intron	NA	NA	NA	NA
chr17	3576	3635	-	ONT17_2060_1574	UTR	NA	NA	NA	NA
chr17	813	1491	-	ONT17_2060_1575	UTR	NA	NA	NA	NA
chr17	1492	1510	-	ONT17_2060_1575	CDS	PacBio	NA	NA	ACTG1
chr17	1510	1578	-	ONT17_2060_1575	intron	PacBio	NA	NA	ACTG1
chr17	1578	1675	-	ONT17_2060_1575	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_1575	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1575	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1575	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_1575	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_1575	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_1575	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_1575	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_1575	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_1575	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_1575	intron	NA	NA	NA	NA
chr17	3576	3629	-	ONT17_2060_1575	UTR	NA	NA	NA	NA
chr17	813	1120	-	ONT17_2060_1576	UTR	NA	NA	NA	NA
chr17	1120	1145	-	ONT17_2060_1576	intron	NA	NA	NA	NA
chr17	1145	1531	-	ONT17_2060_1576	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_1576	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_1576	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1576	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1576	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_1576	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_1576	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_1576	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_1576	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_1576	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_1576	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_1576	intron	NA	NA	NA	NA
chr17	3576	3643	-	ONT17_2060_1576	UTR	NA	NA	NA	NA
chr17	835	1675	-	ONT17_2060_1578	UTR	NA	NA	NA	NA
chr17	1675	1769	-	ONT17_2060_1578	intron	NA	NA	NA	NA
chr17	1769	1895	-	ONT17_2060_1578	UTR	NA	NA	NA	NA
chr17	1896	1950	-	ONT17_2060_1578	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2395	-	ONT17_2060_1578	intron	PacBio	NA	NA	ACTG1
chr17	2395	2468	-	ONT17_2060_1578	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_1578	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_1578	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_1578	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_1578	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_1578	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_1578	intron	NA	NA	NA	NA
chr17	3576	3644	-	ONT17_2060_1578	UTR	NA	NA	NA	NA
chr17	813	1491	-	ONT17_2060_1581	UTR	NA	NA	NA	NA
chr17	1492	1659	-	ONT17_2060_1581	CDS	PacBio	NA	NA	ACTG1
chr17	1659	1769	-	ONT17_2060_1581	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1581	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1581	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_1581	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_1581	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_1581	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_1581	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_1581	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3203	-	ONT17_2060_1581	UTR	NA	NA	NA	NA
chr17	817	1531	-	ONT17_2060_1584	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_1584	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_1584	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1584	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1584	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_1584	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_1584	intron	PacBio	NA	NA	ACTG1
chr17	2745	2981	-	ONT17_2060_1584	CDS	PacBio	NA	NA	ACTG1
chr17	2982	2984	-	ONT17_2060_1584	UTR	NA	NA	NA	NA
chr17	2984	3576	-	ONT17_2060_1584	intron	NA	NA	NA	NA
chr17	3576	3644	-	ONT17_2060_1584	UTR	NA	NA	NA	NA
chr17	813	1531	-	ONT17_2060_1585	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_1585	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_1585	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1585	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1585	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_1585	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_1585	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_1585	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_1585	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_1585	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_1585	UTR	NA	NA	NA	NA
chr17	3202	3593	-	ONT17_2060_1585	intron	NA	NA	NA	NA
chr17	3593	3644	-	ONT17_2060_1585	UTR	NA	NA	NA	NA
chr17	813	1058	-	ONT17_2060_1586	UTR	NA	NA	NA	NA
chr17	1058	1111	-	ONT17_2060_1586	intron	NA	NA	NA	NA
chr17	1111	1531	-	ONT17_2060_1586	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_1586	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_1586	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1586	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1586	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_1586	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_1586	intron	PacBio	NA	NA	ACTG1
chr17	2745	2981	-	ONT17_2060_1586	CDS	PacBio	NA	NA	ACTG1
chr17	2982	2984	-	ONT17_2060_1586	UTR	NA	NA	NA	NA
chr17	2984	3074	-	ONT17_2060_1586	intron	NA	NA	NA	NA
chr17	3074	3128	-	ONT17_2060_1586	UTR	NA	NA	NA	NA
chr17	813	1531	-	ONT17_2060_1590	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_1590	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_1590	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1590	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1590	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_1590	CDS	PacBio	NA	NA	ACTG1
chr17	2469	3202	-	ONT17_2060_1590	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_1590	intron	NA	NA	NA	NA
chr17	3576	3642	-	ONT17_2060_1590	UTR	NA	NA	NA	NA
chr17	813	955	-	ONT17_2060_1591	UTR	NA	NA	NA	NA
chr17	956	1045	-	ONT17_2060_1591	CDS	PacBio	NA	NA	ACTG1
chr17	1045	1769	-	ONT17_2060_1591	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1591	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1591	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_1591	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_1591	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_1591	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_1591	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_1591	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_1591	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_1591	intron	NA	NA	NA	NA
chr17	3576	3642	-	ONT17_2060_1591	UTR	NA	NA	NA	NA
chr17	813	1531	-	ONT17_2060_1592	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_1592	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_1592	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1592	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1592	intron	PacBio	NA	NA	ACTG1
chr17	2030	2438	-	ONT17_2060_1592	CDS	PacBio	NA	NA	ACTG1
chr17	2438	2745	-	ONT17_2060_1592	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_1592	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_1592	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_1592	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_1592	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_1592	intron	NA	NA	NA	NA
chr17	3576	3644	-	ONT17_2060_1592	UTR	NA	NA	NA	NA
chr17	813	1155	-	ONT17_2060_1593	UTR	NA	NA	NA	NA
chr17	1155	1321	-	ONT17_2060_1593	intron	NA	NA	NA	NA
chr17	1321	1531	-	ONT17_2060_1593	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_1593	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_1593	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1593	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1593	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_1593	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_1593	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_1593	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_1593	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_1593	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3203	-	ONT17_2060_1593	UTR	NA	NA	NA	NA
chr17	817	1531	-	ONT17_2060_1594	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_1594	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_1594	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1594	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1594	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_1594	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_1594	intron	PacBio	NA	NA	ACTG1
chr17	2745	2903	-	ONT17_2060_1594	CDS	PacBio	NA	NA	ACTG1
chr17	2903	3088	-	ONT17_2060_1594	intron	PacBio	NA	NA	ACTG1
chr17	3088	3165	-	ONT17_2060_1594	CDS	PacBio	NA	NA	ACTG1
chr17	3166	3202	-	ONT17_2060_1594	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_1594	intron	NA	NA	NA	NA
chr17	3576	3637	-	ONT17_2060_1594	UTR	NA	NA	NA	NA
chr17	817	1171	-	ONT17_2060_1597	UTR	NA	NA	NA	NA
chr17	1171	1321	-	ONT17_2060_1597	intron	NA	NA	NA	NA
chr17	1321	1699	-	ONT17_2060_1597	UTR	NA	NA	NA	NA
chr17	1700	1951	-	ONT17_2060_1597	CDS	PacBio	NA	NA	ACTG1
chr17	1951	2030	-	ONT17_2060_1597	intron	NA	NA	NA	NA
chr17	2030	2133	-	ONT17_2060_1597	UTR	NA	NA	NA	NA
chr17	813	1129	-	ONT17_2060_1598	UTR	NA	NA	NA	NA
chr17	1130	1141	-	ONT17_2060_1598	CDS	PacBio	NA	NA	ACTG1
chr17	1141	2208	-	ONT17_2060_1598	intron	PacBio	NA	NA	ACTG1
chr17	2208	2468	-	ONT17_2060_1598	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_1598	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_1598	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_1598	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_1598	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_1598	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_1598	intron	NA	NA	NA	NA
chr17	3576	3638	-	ONT17_2060_1598	UTR	NA	NA	NA	NA
chr17	825	1531	-	ONT17_2060_1599	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_1599	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_1599	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1599	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1599	intron	PacBio	NA	NA	ACTG1
chr17	2030	2441	-	ONT17_2060_1599	CDS	PacBio	NA	NA	ACTG1
chr17	2442	2452	-	ONT17_2060_1599	UTR	NA	NA	NA	NA
chr17	2452	2725	-	ONT17_2060_1599	intron	NA	NA	NA	NA
chr17	2725	2984	-	ONT17_2060_1599	UTR	NA	NA	NA	NA
chr17	2984	3074	-	ONT17_2060_1599	intron	NA	NA	NA	NA
chr17	3074	3202	-	ONT17_2060_1599	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_1599	intron	NA	NA	NA	NA
chr17	3576	3670	-	ONT17_2060_1599	UTR	NA	NA	NA	NA
chr17	813	1531	-	ONT17_2060_1600	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_1600	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_1600	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1600	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1600	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_1600	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_1600	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_1600	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_1600	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_1600	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3236	-	ONT17_2060_1600	UTR	NA	NA	NA	NA
chr17	3236	3457	-	ONT17_2060_1600	intron	NA	NA	NA	NA
chr17	3457	3642	-	ONT17_2060_1600	UTR	NA	NA	NA	NA
chr17	814	1675	-	ONT17_2060_1601	UTR	NA	NA	NA	NA
chr17	1675	1769	-	ONT17_2060_1601	intron	NA	NA	NA	NA
chr17	1769	1895	-	ONT17_2060_1601	UTR	NA	NA	NA	NA
chr17	1896	1950	-	ONT17_2060_1601	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2026	-	ONT17_2060_1601	intron	PacBio	NA	NA	ACTG1
chr17	2026	2468	-	ONT17_2060_1601	CDS	PacBio	NA	NA	ACTG1
chr17	2469	2984	-	ONT17_2060_1601	UTR	NA	NA	NA	NA
chr17	2984	3074	-	ONT17_2060_1601	intron	NA	NA	NA	NA
chr17	3074	3141	-	ONT17_2060_1601	UTR	NA	NA	NA	NA
chr17	813	1155	-	ONT17_2060_1602	UTR	NA	NA	NA	NA
chr17	1155	1217	-	ONT17_2060_1602	intron	NA	NA	NA	NA
chr17	1217	1531	-	ONT17_2060_1602	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_1602	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_1602	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1602	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1602	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_1602	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_1602	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_1602	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_1602	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_1602	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_1602	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_1602	intron	NA	NA	NA	NA
chr17	3576	3641	-	ONT17_2060_1602	UTR	NA	NA	NA	NA
chr17	813	1491	-	ONT17_2060_1603	UTR	NA	NA	NA	NA
chr17	1492	1659	-	ONT17_2060_1603	CDS	PacBio	NA	NA	ACTG1
chr17	1659	1769	-	ONT17_2060_1603	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1603	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1603	intron	PacBio	NA	NA	ACTG1
chr17	2030	2267	-	ONT17_2060_1603	CDS	PacBio	NA	NA	ACTG1
chr17	2268	2365	-	ONT17_2060_1603	UTR	NA	NA	NA	NA
chr17	813	1531	-	ONT17_2060_1604	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_1604	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_1604	intron	PacBio	NA	NA	ACTG1
chr17	1769	1965	-	ONT17_2060_1604	CDS	PacBio	NA	NA	ACTG1
chr17	1965	2030	-	ONT17_2060_1604	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_1604	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_1604	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_1604	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_1604	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_1604	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_1604	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_1604	intron	NA	NA	NA	NA
chr17	3576	3640	-	ONT17_2060_1604	UTR	NA	NA	NA	NA
chr17	813	1531	-	ONT17_2060_1606	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_1606	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_1606	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1606	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1606	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_1606	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2802	-	ONT17_2060_1606	intron	PacBio	NA	NA	ACTG1
chr17	2802	2984	-	ONT17_2060_1606	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_1606	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_1606	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_1606	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_1606	intron	NA	NA	NA	NA
chr17	3576	3638	-	ONT17_2060_1606	UTR	NA	NA	NA	NA
chr17	813	1531	-	ONT17_2060_1608	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_1608	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_1608	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1608	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1608	intron	PacBio	NA	NA	ACTG1
chr17	2030	2378	-	ONT17_2060_1608	CDS	PacBio	NA	NA	ACTG1
chr17	2379	2385	-	ONT17_2060_1608	UTR	NA	NA	NA	NA
chr17	2385	2891	-	ONT17_2060_1608	intron	NA	NA	NA	NA
chr17	2891	2984	-	ONT17_2060_1608	UTR	NA	NA	NA	NA
chr17	2984	3074	-	ONT17_2060_1608	intron	NA	NA	NA	NA
chr17	3074	3202	-	ONT17_2060_1608	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_1608	intron	NA	NA	NA	NA
chr17	3576	3644	-	ONT17_2060_1608	UTR	NA	NA	NA	NA
chr17	813	1531	-	ONT17_2060_1609	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_1609	CDS	PacBio	NA	NA	ACTG1
chr17	1675	2856	-	ONT17_2060_1609	intron	PacBio	NA	NA	ACTG1
chr17	2856	2984	-	ONT17_2060_1609	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_1609	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_1609	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3203	-	ONT17_2060_1609	UTR	NA	NA	NA	NA
chr17	813	1531	-	ONT17_2060_1610	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_1610	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_1610	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1610	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1610	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_1610	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_1610	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_1610	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_1610	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_1610	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_1610	UTR	NA	NA	NA	NA
chr17	3202	4035	-	ONT17_2060_1610	intron	NA	NA	NA	NA
chr17	4035	4326	-	ONT17_2060_1610	UTR	NA	NA	NA	NA
chr17	813	1531	-	ONT17_2060_1611	UTR	NA	NA	NA	NA
chr17	1532	1675	-	ONT17_2060_1611	CDS	PacBio	NA	NA	ACTG1
chr17	1675	1769	-	ONT17_2060_1611	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1611	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1611	intron	PacBio	NA	NA	ACTG1
chr17	2030	2116	-	ONT17_2060_1611	CDS	PacBio	NA	NA	ACTG1
chr17	2116	2138	-	ONT17_2060_1611	intron	PacBio	NA	NA	ACTG1
chr17	2138	2468	-	ONT17_2060_1611	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_1611	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_1611	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_1611	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_1611	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_1611	UTR	NA	NA	NA	NA
chr17	3202	3576	-	ONT17_2060_1611	intron	NA	NA	NA	NA
chr17	3576	3644	-	ONT17_2060_1611	UTR	NA	NA	NA	NA
chr17	813	1171	-	ONT17_2060_1612	UTR	NA	NA	NA	NA
chr17	1171	1321	-	ONT17_2060_1612	intron	NA	NA	NA	NA
chr17	1321	1491	-	ONT17_2060_1612	UTR	NA	NA	NA	NA
chr17	1492	1659	-	ONT17_2060_1612	CDS	PacBio	NA	NA	ACTG1
chr17	1659	1769	-	ONT17_2060_1612	intron	PacBio	NA	NA	ACTG1
chr17	1769	1950	-	ONT17_2060_1612	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2030	-	ONT17_2060_1612	intron	PacBio	NA	NA	ACTG1
chr17	2030	2468	-	ONT17_2060_1612	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_1612	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_1612	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_1612	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_1612	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3203	-	ONT17_2060_1612	UTR	NA	NA	NA	NA
chr17	813	1171	-	ONT17_2060_1613	UTR	NA	NA	NA	NA
chr17	1171	1321	-	ONT17_2060_1613	intron	NA	NA	NA	NA
chr17	1321	1659	-	ONT17_2060_1613	UTR	NA	NA	NA	NA
chr17	1659	1753	-	ONT17_2060_1613	intron	NA	NA	NA	NA
chr17	1753	1895	-	ONT17_2060_1613	UTR	NA	NA	NA	NA
chr17	1896	1950	-	ONT17_2060_1613	CDS	PacBio	NA	NA	ACTG1
chr17	1950	2026	-	ONT17_2060_1613	intron	PacBio	NA	NA	ACTG1
chr17	2026	2468	-	ONT17_2060_1613	CDS	PacBio	NA	NA	ACTG1
chr17	2468	2745	-	ONT17_2060_1613	intron	PacBio	NA	NA	ACTG1
chr17	2745	2984	-	ONT17_2060_1613	CDS	PacBio	NA	NA	ACTG1
chr17	2984	3074	-	ONT17_2060_1613	intron	PacBio	NA	NA	ACTG1
chr17	3074	3199	-	ONT17_2060_1613	CDS	PacBio	NA	NA	ACTG1
chr17	3200	3202	-	ONT17_2060_1613	UTR	NA	NA	NA	NA
